grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,psl_trend_forced
119,298.75,-88.75,88.75,1.0,0,-19.852569381512893
120,301.25,-88.75,88.75,1.0,0,-21.567850839354694
121,303.75,-88.75,88.75,1.0,0,-23.54995581214984
122,306.25,-88.75,88.75,1.0,0,-25.7254948742002
123,308.75,-88.75,88.75,1.0,0,-28.13885385906094
124,311.25,-88.75,88.75,1.0,0,-30.765775907563945
125,313.75,-88.75,88.75,1.0,0,-33.538435442919805
126,316.25,-88.75,88.75,1.0,0,-36.43783798928589
127,318.75,-88.75,88.75,1.0,0,-39.37892811818544
128,321.25,-88.75,88.75,1.0,0,-42.262514684280205
129,323.75,-88.75,88.75,1.0,0,-45.01460726303363
130,326.25,-88.75,88.75,1.0,0,-47.61318137893853
131,328.75,-88.75,88.75,1.0,0,-50.09696312805434
132,331.25,-88.75,88.75,1.0,0,-52.481390591523386
133,333.75,-88.75,88.75,1.0,0,-54.719858949401505
134,336.25,-88.75,88.75,1.0,0,-56.81027170526068
135,338.75,-88.75,88.75,1.0,0,-58.90853233428243
136,341.25,-88.75,88.75,1.0,0,-61.036664245695626
137,343.75,-88.75,88.75,1.0,0,-63.13912301250643
138,346.25,-88.75,88.75,1.0,0,-65.09408313465214
139,348.75,-88.75,88.75,1.0,0,-66.76284253970971
140,351.25,-88.75,88.75,1.0,0,-68.16674997121454
141,353.75,-88.75,88.75,1.0,0,-69.50674517158411
142,356.25,-88.75,88.75,1.0,0,-71.02269475384664
143,358.75,-88.75,88.75,1.0,0,-72.57599087927187
144,1.25,-86.25,86.25,1.0,0,-42.92407185470108
145,3.75,-86.25,86.25,1.0,0,-42.880227589620915
146,6.25,-86.25,86.25,1.0,0,-43.14027569937644
147,8.75,-86.25,86.25,1.0,0,-43.49089703008108
148,11.25,-86.25,86.25,1.0,0,-43.7495844329906
149,13.75,-86.25,86.25,1.0,0,-44.41149874138145
150,16.25,-86.25,86.25,1.0,0,-45.04066337897112
151,18.75,-86.25,86.25,1.0,0,-44.47912200522193
152,21.25,-86.25,86.25,1.0,0,-42.87223406212366
153,23.75,-86.25,86.25,1.0,0,-41.01719983574444
154,26.25,-86.25,86.25,1.0,0,-39.361158716804184
155,28.75,-86.25,86.25,1.0,0,-37.150408384321985
156,31.25,-86.25,86.25,1.0,0,-37.09511496921779
157,33.75,-86.25,86.25,1.0,0,-37.9821032068624
158,36.25,-86.25,86.25,1.0,0,-37.31075643334013
159,38.75,-86.25,86.25,1.0,0,-35.01977460693026
160,41.25,-86.25,86.25,1.0,0,-33.34583861178501
161,43.75,-86.25,86.25,1.0,0,-34.08421642609733
162,46.25,-86.25,86.25,1.0,0,-33.60119919188628
163,48.75,-86.25,86.25,1.0,0,-33.993093197393186
164,51.25,-86.25,86.25,1.0,0,-35.283752619568276
165,53.75,-86.25,86.25,1.0,0,-35.804214479295894
166,56.25,-86.25,86.25,1.0,0,-37.02094287134569
167,58.75,-86.25,86.25,1.0,0,-39.016033800168586
168,61.25,-86.25,86.25,1.0,0,-41.25148531957486
169,63.75,-86.25,86.25,1.0,0,-44.39385980979474
170,66.25,-86.25,86.25,1.0,0,-47.79490252778686
171,68.75,-86.25,86.25,1.0,0,-50.50782159517843
172,71.25,-86.25,86.25,1.0,0,-53.007540476658235
173,73.75,-86.25,86.25,1.0,0,-54.89423314946736
174,76.25,-86.25,86.25,1.0,0,-55.5157677011761
175,78.75,-86.25,86.25,1.0,0,-55.60343425052823
176,81.25,-86.25,86.25,1.0,0,-56.332051925570276
177,83.75,-86.25,86.25,1.0,0,-57.412974068440874
178,86.25,-86.25,86.25,1.0,0,-57.66409439447918
179,88.75,-86.25,86.25,1.0,0,-57.48455856708728
180,91.25,-86.25,86.25,1.0,0,-57.3800120876054
181,93.75,-86.25,86.25,1.0,0,-56.77439776739119
182,96.25,-86.25,86.25,1.0,0,-55.797463563251725
183,98.75,-86.25,86.25,1.0,0,-54.517424522175915
184,101.25,-86.25,86.25,1.0,0,-53.261891436205445
185,103.75,-86.25,86.25,1.0,0,-52.39942073261714
186,106.25,-86.25,86.25,1.0,0,-51.717228263338455
187,108.75,-86.25,86.25,1.0,0,-51.54979791028584
188,111.25,-86.25,86.25,1.0,0,-51.38014291838697
189,113.75,-86.25,86.25,1.0,0,-51.65351420397518
190,116.25,-86.25,86.25,1.0,0,-52.66324542024957
191,118.75,-86.25,86.25,1.0,0,-53.64979699104967
192,121.25,-86.25,86.25,1.0,0,-55.801213606926645
193,123.75,-86.25,86.25,1.0,0,-59.02486043350015
194,126.25,-86.25,86.25,1.0,0,-61.395079387976644
195,128.75,-86.25,86.25,1.0,0,-63.22076852368336
196,131.25,-86.25,86.25,1.0,0,-65.43350343182301
197,133.75,-86.25,86.25,1.0,0,-67.20252256009701
198,136.25,-86.25,86.25,1.0,0,-68.15685234688371
199,138.75,-86.25,86.25,1.0,0,-67.96264983180937
200,141.25,-86.25,86.25,1.0,0,-67.24809465592965
201,143.75,-86.25,86.25,1.0,0,-66.11793588165284
202,146.25,-86.25,86.25,1.0,0,-64.05653555437654
203,148.75,-86.25,86.25,1.0,0,-61.58746731257185
204,151.25,-86.25,86.25,1.0,0,-59.13124996749943
205,153.75,-86.25,86.25,1.0,0,-56.7044461924521
206,156.25,-86.25,86.25,1.0,0,-54.07157810779438
207,158.75,-86.25,86.25,1.0,0,-51.519120251033954
208,161.25,-86.25,86.25,1.0,0,-49.55339116686574
209,163.75,-86.25,86.25,1.0,0,-48.46349369466985
210,166.25,-86.25,86.25,1.0,0,-48.26369641026054
211,168.75,-86.25,86.25,1.0,0,-49.221905889461354
212,171.25,-86.25,86.25,1.0,0,-51.50029972561235
213,173.75,-86.25,86.25,1.0,0,-54.77281458888118
214,176.25,-86.25,86.25,1.0,0,-58.882918416035494
215,178.75,-86.25,86.25,1.0,0,-63.7678206194358
216,181.25,-86.25,86.25,1.0,0,-69.2037277301563
217,183.75,-86.25,86.25,1.0,0,-75.1448054114068
218,186.25,-86.25,86.25,1.0,0,-81.23419970935001
219,188.75,-86.25,86.25,1.0,0,-87.25906944174962
220,191.25,-86.25,86.25,1.0,0,-93.08879244611111
221,193.75,-86.25,86.25,1.0,0,-98.1295623737074
222,196.25,-86.25,86.25,1.0,0,-102.08583356178688
223,198.75,-86.25,86.25,1.0,0,-104.65898480018559
224,201.25,-86.25,86.25,1.0,0,-106.0091310965264
225,203.75,-86.25,86.25,1.0,0,-105.99920530316089
226,206.25,-86.25,86.25,1.0,0,-103.97635167090611
227,208.75,-86.25,86.25,1.0,0,-102.28088859455858
228,211.25,-86.25,86.25,1.0,0,-99.989664961608
229,213.75,-86.25,86.25,1.0,0,-96.16856296594885
230,216.25,-86.25,86.25,1.0,0,-93.06902436053971
231,218.75,-86.25,86.25,1.0,0,-89.8637646975031
232,221.25,-86.25,86.25,1.0,0,-86.44992950004728
233,223.75,-86.25,86.25,1.0,0,-83.23178036978138
234,226.25,-86.25,86.25,1.0,0,-80.1460723288872
235,228.75,-86.25,86.25,1.0,0,-77.45375648054738
236,231.25,-86.25,86.25,1.0,0,-75.25960683390784
237,233.75,-86.25,86.25,1.0,0,-73.47771567909133
238,236.25,-86.25,86.25,1.0,0,-72.33613751768875
239,238.75,-86.25,86.25,1.0,0,-71.88354246828125
240,241.25,-86.25,86.25,1.0,0,-71.7847422239851
241,243.75,-86.25,86.25,1.0,0,-71.85837047441898
242,246.25,-86.25,86.25,1.0,0,-72.24740196170806
243,248.75,-86.25,86.25,1.0,0,-72.75132093852667
244,251.25,-86.25,86.25,1.0,0,-73.02689008990757
245,253.75,-86.25,86.25,1.0,0,-73.50651172616163
246,256.25,-86.25,86.25,1.0,0,-74.39696629598802
247,258.75,-86.25,86.25,1.0,0,-74.95245672506681
248,261.25,-86.25,86.25,1.0,0,-75.39322917327375
249,263.75,-86.25,86.25,1.0,0,-75.58599090080449
250,266.25,-86.25,86.25,1.0,0,-75.30998329191252
251,268.75,-86.25,86.25,1.0,0,-75.14402862336944
252,271.25,-86.25,86.25,1.0,0,-75.35310140758688
253,273.75,-86.25,86.25,1.0,0,-76.22562476631943
254,276.25,-86.25,86.25,1.0,0,-77.86834417722851
255,278.75,-86.25,86.25,1.0,0,-80.4802620969873
256,281.25,-86.25,86.25,1.0,0,-83.61700849942831
257,283.75,-86.25,86.25,1.0,0,-86.80928284616277
258,286.25,-86.25,86.25,1.0,0,-89.81866393830275
259,288.75,-86.25,86.25,1.0,0,-92.72159669190891
260,291.25,-86.25,86.25,1.0,0,-95.40877951271631
261,293.75,-86.25,86.25,1.0,0,-97.78094065432558
262,296.25,-86.25,86.25,1.0,0,-99.42366489953281
263,298.75,-86.25,86.25,1.0,0,-99.79396502462484
264,301.25,-86.25,86.25,1.0,0,-98.92671784562833
265,303.75,-86.25,86.25,1.0,0,-96.89242421714911
266,306.25,-86.25,86.25,1.0,0,-94.05856075516418
267,308.75,-86.25,86.25,1.0,0,-90.73816696476393
268,311.25,-86.25,86.25,1.0,0,-87.2145542044982
269,313.75,-86.25,86.25,1.0,0,-83.58168688820618
270,316.25,-86.25,86.25,1.0,0,-79.74399435555439
271,318.75,-86.25,86.25,1.0,0,-75.59620786331033
272,321.25,-86.25,86.25,1.0,0,-71.18091103417419
273,323.75,-86.25,86.25,1.0,0,-66.63579599155007
274,326.25,-86.25,86.25,1.0,0,-62.15211581361032
275,328.75,-86.25,86.25,1.0,0,-57.95856328627165
276,331.25,-86.25,86.25,1.0,0,-54.266390973204594
277,333.75,-86.25,86.25,1.0,0,-51.21855804500829
278,336.25,-86.25,86.25,1.0,0,-48.779370336219415
279,338.75,-86.25,86.25,1.0,0,-46.85887744302899
280,341.25,-86.25,86.25,1.0,0,-45.362745644394195
281,343.75,-86.25,86.25,1.0,0,-44.23640005822319
282,346.25,-86.25,86.25,1.0,0,-43.40718856223963
283,348.75,-86.25,86.25,1.0,0,-42.65521438126363
284,351.25,-86.25,86.25,1.0,0,-42.143881922912634
285,353.75,-86.25,86.25,1.0,0,-42.18699295838212
286,356.25,-86.25,86.25,1.0,0,-42.59339339679015
287,358.75,-86.25,86.25,1.0,0,-42.8802278057688
288,1.25,-83.75,83.75,1.0,0,-98.94131144176767
289,3.75,-83.75,83.75,1.0,0,-92.30724217569605
290,6.25,-83.75,83.75,1.0,0,-85.94138238294823
291,8.75,-83.75,83.75,1.0,0,-80.16128884413385
292,11.25,-83.75,83.75,1.0,0,-74.18374148006421
293,13.75,-83.75,83.75,1.0,0,-69.24214630050083
294,16.25,-83.75,83.75,1.0,0,-66.16370580156683
295,18.75,-83.75,83.75,1.0,0,-63.75683885061914
296,21.25,-83.75,83.75,1.0,0,-61.88624986111684
297,23.75,-83.75,83.75,1.0,0,-60.66587712625419
298,26.25,-83.75,83.75,1.0,0,-57.83135656402607
299,28.75,-83.75,83.75,1.0,0,-51.67109717034579
300,31.25,-83.75,83.75,1.0,0,-43.24966772848573
301,33.75,-83.75,83.75,1.0,0,-33.70631028249153
302,36.25,-83.75,83.75,1.0,0,-25.18749501950694
303,38.75,-83.75,83.75,1.0,0,-14.67881645340836
304,41.25,-83.75,83.75,1.0,0,-2.533484066463702
305,43.75,-83.75,83.75,1.0,0,7.431552147646069
306,46.25,-83.75,83.75,1.0,0,15.816813079997473
307,48.75,-83.75,83.75,1.0,0,20.797726850944045
308,51.25,-83.75,83.75,1.0,0,17.64936353969055
309,53.75,-83.75,83.75,1.0,0,15.362136526773101
310,56.25,-83.75,83.75,1.0,0,12.238259641031044
311,58.75,-83.75,83.75,1.0,0,2.6369372249290506
312,61.25,-83.75,83.75,1.0,0,-8.0625349460698
313,63.75,-83.75,83.75,1.0,0,-20.1046213454714
314,66.25,-83.75,83.75,1.0,0,-30.534369379385485
315,68.75,-83.75,83.75,1.0,0,-38.49344505699509
316,71.25,-83.75,83.75,1.0,0,-44.021350121808226
317,73.75,-83.75,83.75,1.0,0,-47.17536010726061
318,76.25,-83.75,83.75,1.0,0,-46.3732436496326
319,78.75,-83.75,83.75,1.0,0,-43.84749488623174
320,81.25,-83.75,83.75,1.0,0,-42.53559532746324
321,83.75,-83.75,83.75,1.0,0,-41.41887801377708
322,86.25,-83.75,83.75,1.0,0,-37.322808788941394
323,88.75,-83.75,83.75,1.0,0,-31.72745750264239
324,91.25,-83.75,83.75,1.0,0,-28.938449866981156
325,93.75,-83.75,83.75,1.0,0,-27.539041654125377
326,96.25,-83.75,83.75,1.0,0,-26.26384613273914
327,98.75,-83.75,83.75,1.0,0,-24.049423514146767
328,101.25,-83.75,83.75,1.0,0,-21.808346333239683
329,103.75,-83.75,83.75,1.0,0,-20.258903947345807
330,106.25,-83.75,83.75,1.0,0,-20.9292036883187
331,108.75,-83.75,83.75,1.0,0,-23.283617507574576
332,111.25,-83.75,83.75,1.0,0,-25.354719226258695
333,113.75,-83.75,83.75,1.0,0,-28.32566203988543
334,116.25,-83.75,83.75,1.0,0,-30.30863926236429
335,118.75,-83.75,83.75,1.0,0,-30.923751093269107
336,121.25,-83.75,83.75,1.0,0,-32.12011716185533
337,123.75,-83.75,83.75,1.0,0,-33.489702349130376
338,126.25,-83.75,83.75,1.0,0,-33.1658498416397
339,128.75,-83.75,83.75,1.0,0,-32.45683015265739
340,131.25,-83.75,83.75,1.0,0,-32.83617654774393
341,133.75,-83.75,83.75,1.0,0,-34.99750362865169
342,136.25,-83.75,83.75,1.0,0,-38.079829449814355
343,138.75,-83.75,83.75,1.0,0,-41.52988971232327
344,141.25,-83.75,83.75,1.0,0,-45.41078715860514
345,143.75,-83.75,83.75,1.0,0,-49.04616501453412
346,146.25,-83.75,83.75,1.0,0,-51.65579325095106
347,148.75,-83.75,83.75,1.0,0,-52.08721574344167
348,151.25,-83.75,83.75,1.0,0,-49.73379831355369
349,153.75,-83.75,83.75,1.0,0,-45.91064110965059
350,156.25,-83.75,83.75,1.0,0,-42.796140885122014
351,158.75,-83.75,83.75,1.0,0,-44.82849025634281
352,161.25,-83.75,83.75,1.0,0,-54.36802448242309
353,163.75,-83.75,83.75,1.0,0,-67.48910183493288
354,166.25,-83.75,83.75,1.0,0,-81.06904981443743
355,168.75,-83.75,83.75,1.0,0,-94.83464748855513
356,171.25,-83.75,83.75,1.0,0,-108.68066619863042
357,173.75,-83.75,83.75,1.0,0,-123.08347883045305
358,176.25,-83.75,83.75,1.0,0,-138.86753971551522
359,178.75,-83.75,83.75,1.0,0,-155.32375560505685
360,181.25,-83.75,83.75,1.0,0,-172.1697079355521
361,183.75,-83.75,83.75,1.0,0,-188.89527317681595
362,186.25,-83.75,83.75,1.0,0,-203.66518605881842
363,188.75,-83.75,83.75,1.0,0,-216.0068238946196
364,191.25,-83.75,83.75,1.0,0,-225.97716577005372
365,193.75,-83.75,83.75,1.0,0,-233.45672817054964
366,196.25,-83.75,83.75,1.0,0,-239.20517535261743
367,198.75,-83.75,83.75,1.0,0,-241.62556745334558
368,201.25,-83.75,83.75,1.0,0,-243.3604294543061
369,203.75,-83.75,83.75,1.0,0,-242.44493415040006
370,206.25,-83.75,83.75,1.0,0,-238.3954097802236
371,208.75,-83.75,83.75,1.0,0,-234.42892410240174
372,211.25,-83.75,83.75,1.0,0,-228.30674238667217
373,213.75,-83.75,83.75,1.0,0,-221.21910593873338
374,216.25,-83.75,83.75,1.0,0,-213.60388824281216
375,218.75,-83.75,83.75,1.0,0,-205.49721650768305
376,221.25,-83.75,83.75,1.0,0,-196.81484227122476
377,223.75,-83.75,83.75,1.0,0,-187.3481652980688
378,226.25,-83.75,83.75,1.0,0,-176.842664752647
379,228.75,-83.75,83.75,1.0,0,-165.6534433909232
380,231.25,-83.75,83.75,1.0,0,-154.41088690083222
381,233.75,-83.75,83.75,1.0,0,-143.7007564509945
382,236.25,-83.75,83.75,1.0,0,-134.44390071024466
383,238.75,-83.75,83.75,1.0,0,-127.32185354412252
384,241.25,-83.75,83.75,1.0,0,-122.41236364152681
385,243.75,-83.75,83.75,1.0,0,-119.43843911017083
386,246.25,-83.75,83.75,1.0,0,-118.03852197146745
387,248.75,-83.75,83.75,1.0,0,-118.73802928642577
388,251.25,-83.75,83.75,1.0,0,-120.26600860294894
389,253.75,-83.75,83.75,1.0,0,-123.33732340024491
390,256.25,-83.75,83.75,1.0,0,-128.90627043739838
391,258.75,-83.75,83.75,1.0,0,-133.02584424536775
392,261.25,-83.75,83.75,1.0,0,-137.00202811637115
393,263.75,-83.75,83.75,1.0,0,-139.5052272997483
394,266.25,-83.75,83.75,1.0,0,-138.68228123149368
395,268.75,-83.75,83.75,1.0,0,-137.80292763497147
396,271.25,-83.75,83.75,1.0,0,-137.58230511931617
397,273.75,-83.75,83.75,1.0,0,-138.01430623421933
398,276.25,-83.75,83.75,1.0,0,-139.1829733914117
399,278.75,-83.75,83.75,1.0,0,-142.20616778236732
400,281.25,-83.75,83.75,1.0,0,-146.52641495624735
401,283.75,-83.75,83.75,1.0,0,-151.10493355480537
402,286.25,-83.75,83.75,1.0,0,-155.34215824355113
403,288.75,-83.75,83.75,1.0,0,-159.31230664444263
404,291.25,-83.75,83.75,1.0,0,-162.66986906609893
405,293.75,-83.75,83.75,1.0,0,-167.03341966994978
406,296.25,-83.75,83.75,1.0,0,-172.6397262856284
407,298.75,-83.75,83.75,1.0,0,-176.38843434532762
408,301.25,-83.75,83.75,1.0,0,-178.0336036243657
409,303.75,-83.75,83.75,1.0,0,-178.14564857060864
410,306.25,-83.75,83.75,1.0,0,-176.84105992647363
411,308.75,-83.75,83.75,1.0,0,-175.19627773393455
412,311.25,-83.75,83.75,1.0,0,-174.38780919321087
413,313.75,-83.75,83.75,1.0,0,-173.8522550814503
414,316.25,-83.75,83.75,1.0,0,-172.26121457044718
415,318.75,-83.75,83.75,1.0,0,-169.03062405901125
416,321.25,-83.75,83.75,1.0,0,-164.98040175413286
417,323.75,-83.75,83.75,1.0,0,-161.30877905045296
418,326.25,-83.75,83.75,1.0,0,-158.63335355875083
419,328.75,-83.75,83.75,1.0,0,-156.82084838623257
420,331.25,-83.75,83.75,1.0,0,-155.51872770169965
421,333.75,-83.75,83.75,1.0,0,-154.36134570427737
422,336.25,-83.75,83.75,1.0,0,-152.8880884194948
423,338.75,-83.75,83.75,1.0,0,-150.48100141953714
424,341.25,-83.75,83.75,1.0,0,-146.87904113618333
425,343.75,-83.75,83.75,1.0,0,-142.67208546899013
426,346.25,-83.75,83.75,1.0,0,-137.97891602093608
427,348.75,-83.75,83.75,1.0,0,-132.25511385017626
428,351.25,-83.75,83.75,1.0,0,-126.28510250573656
429,353.75,-83.75,83.75,1.0,0,-120.51322237893272
430,356.25,-83.75,83.75,1.0,0,-113.735883959124
431,358.75,-83.75,83.75,1.0,0,-105.98662449315691
432,1.25,-81.25,81.25,1.0,0,28.825747985875136
433,3.75,-81.25,81.25,1.0,0,35.357434521955135
434,6.25,-81.25,81.25,1.0,0,39.90165922870249
435,8.75,-81.25,81.25,1.0,0,45.962272794978475
436,11.25,-81.25,81.25,1.0,0,51.54284355834128
437,13.75,-81.25,81.25,1.0,0,55.10081683768233
438,16.25,-81.25,81.25,1.0,0,59.06737562220498
439,18.75,-81.25,81.25,1.0,0,62.357042849958546
440,21.25,-81.25,81.25,1.0,0,64.91092243115347
441,23.75,-81.25,81.25,1.0,0,68.48725433409051
442,26.25,-81.25,81.25,1.0,0,72.68329865593722
443,28.75,-81.25,81.25,1.0,0,76.25318969408299
444,31.25,-81.25,81.25,1.0,0,82.87551625222333
445,33.75,-81.25,81.25,1.0,0,83.03474727348431
446,36.25,-81.25,81.25,1.0,0,76.02124716340978
447,38.75,-81.25,81.25,1.0,0,68.24779418820752
448,41.25,-81.25,81.25,1.0,0,47.56723216144118
449,43.75,-81.25,81.25,1.0,0,20.013843239571102
450,46.25,-81.25,81.25,1.0,0,-6.363616621651235
451,48.75,-81.25,81.25,1.0,0,-27.563968511135016
452,51.25,-81.25,81.25,1.0,0,-42.36247110504194
453,53.75,-81.25,81.25,1.0,0,-43.16321434395925
454,56.25,-81.25,81.25,1.0,0,-34.31648320163505
455,58.75,-81.25,81.25,1.0,0,-30.653009075770246
456,61.25,-81.25,81.25,1.0,0,-25.558830028507874
457,63.75,-81.25,81.25,1.0,0,-24.864466763172047
458,66.25,-81.25,81.25,1.0,0,-31.215914138554535
459,68.75,-81.25,81.25,1.0,0,-42.77841844214169
460,71.25,-81.25,81.25,1.0,0,-59.335211269800986
461,73.75,-81.25,81.25,1.0,0,-70.24146029834154
462,76.25,-81.25,81.25,1.0,0,-75.2673523152329
463,78.75,-81.25,81.25,1.0,0,-81.88452560052767
