grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,pr_trend,GMST_trend,AMV_index,IPO_index,member,pr_trend_forced,row_id,member_id
55,138.75,-88.75,88.75,1.0,0,0.0181792814982292,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.004997217339894,1A_55,0
56,141.25,-88.75,88.75,1.0,0,0.0184784236479363,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.004891585279571,1A_56,0
57,143.75,-88.75,88.75,1.0,0,0.0174441964737795,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0046988971407179,1A_57,0
58,146.25,-88.75,88.75,1.0,0,0.0174600211855492,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0044082181319803,1A_58,0
59,148.75,-88.75,88.75,1.0,0,0.0145673727563313,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0040844732733269,1A_59,0
60,151.25,-88.75,88.75,1.0,0,0.0147313838599947,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0039932625618654,1A_60,0
61,153.75,-88.75,88.75,1.0,0,0.0156536677133461,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0038749618887645,1A_61,0
62,156.25,-88.75,88.75,1.0,0,0.0144721390653196,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0037610398148234,1A_62,0
63,158.75,-88.75,88.75,1.0,0,0.0125381224569909,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0033604137793125,1A_63,0
64,161.25,-88.75,88.75,1.0,0,0.0131391257208118,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030530243002731,1A_64,0
65,163.75,-88.75,88.75,1.0,0,0.0122289127567667,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0028255435780329,1A_65,0
66,166.25,-88.75,88.75,1.0,0,0.0119399168552968,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0026276519131262,1A_66,0
67,168.75,-88.75,88.75,1.0,0,0.0141306526952848,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0025375832309886,1A_67,0
68,171.25,-88.75,88.75,1.0,0,0.0137148069063012,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.002324131080882,1A_68,0
69,173.75,-88.75,88.75,1.0,0,0.0130582769830176,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0021756626570937,1A_69,0
70,176.25,-88.75,88.75,1.0,0,0.0137761394799633,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019064799731274,1A_70,0
71,178.75,-88.75,88.75,1.0,0,0.014311886930887,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019175717644146,1A_71,0
72,181.25,-88.75,88.75,1.0,0,0.0141491189329838,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0018647125912588,1A_72,0
73,183.75,-88.75,88.75,1.0,0,0.0141783321120452,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016401495970066,1A_73,0
74,186.25,-88.75,88.75,1.0,0,0.0154373837270989,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014972626197433,1A_74,0
75,188.75,-88.75,88.75,1.0,0,0.0160977727275761,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016271335402621,1A_75,0
76,191.25,-88.75,88.75,1.0,0,0.0169870106294723,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016357614421983,1A_76,0
77,193.75,-88.75,88.75,1.0,0,0.0178985265591172,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014830241469006,1A_77,0
78,196.25,-88.75,88.75,1.0,0,0.018654370472923,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016860422964169,1A_78,0
79,198.75,-88.75,88.75,1.0,0,0.0188289486250157,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0015897014531642,1A_79,0
80,201.25,-88.75,88.75,1.0,0,0.0198585818112136,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.001525388754114,1A_80,0
81,203.75,-88.75,88.75,1.0,0,0.0192442157111932,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016277605787048,1A_81,0
82,206.25,-88.75,88.75,1.0,0,0.0202319003964219,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.001654774040493,1A_82,0
83,208.75,-88.75,88.75,1.0,0,0.0211615796465394,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017206462634388,1A_83,0
84,211.25,-88.75,88.75,1.0,0,0.0209649907139768,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017980018274885,1A_84,0
85,213.75,-88.75,88.75,1.0,0,0.0205035676794773,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017603031447901,1A_85,0
86,216.25,-88.75,88.75,1.0,0,0.020790213598592,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019631861856463,1A_86,0
87,218.75,-88.75,88.75,1.0,0,0.0212327239955721,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0021870270401774,1A_87,0
88,221.25,-88.75,88.75,1.0,0,0.0213289408670118,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0023048877295261,1A_88,0
89,223.75,-88.75,88.75,1.0,0,0.021624778825458,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0023722609877998,1A_89,0
90,226.25,-88.75,88.75,1.0,0,0.0213229048191698,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0023389298642618,1A_90,0
91,228.75,-88.75,88.75,1.0,0,0.0215174508141603,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0025281832113475,1A_91,0
92,231.25,-88.75,88.75,1.0,0,0.0214108579831489,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.002831747411903,1A_92,0
93,233.75,-88.75,88.75,1.0,0,0.021537316040318,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0028938536891884,1A_93,0
94,236.25,-88.75,88.75,1.0,0,0.0217281777443126,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0031007739105205,1A_94,0
95,238.75,-88.75,88.75,1.0,0,0.020566379871039,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0031710720838192,1A_95,0
96,241.25,-88.75,88.75,1.0,0,0.0199952802750179,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0031149227533663,1A_96,0
97,243.75,-88.75,88.75,1.0,0,0.0194663407986816,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030766110420691,1A_97,0
98,246.25,-88.75,88.75,1.0,0,0.0172031741705138,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030391475887959,1A_98,0
99,248.75,-88.75,88.75,1.0,0,0.0157840890647757,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030921606128064,1A_99,0
100,251.25,-88.75,88.75,1.0,0,0.0149232999627186,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030410984484784,1A_100,0
101,253.75,-88.75,88.75,1.0,0,0.0145852955613647,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0031296853556121,1A_101,0
102,256.25,-88.75,88.75,1.0,0,0.0146919373975802,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0031241700752902,1A_102,0
103,258.75,-88.75,88.75,1.0,0,0.0134978841903355,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030565089739851,1A_103,0
104,261.25,-88.75,88.75,1.0,0,0.0117450688835381,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030044231819977,1A_104,0
105,263.75,-88.75,88.75,1.0,0,0.0108041259216532,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0028534473815106,1A_105,0
106,266.25,-88.75,88.75,1.0,0,0.0099803885116785,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0028721038744496,1A_106,0
107,268.75,-88.75,88.75,1.0,0,0.0097158062641368,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0027505480854305,1A_107,0
108,271.25,-88.75,88.75,1.0,0,0.0089066409570493,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0026342771588222,1A_108,0
109,273.75,-88.75,88.75,1.0,0,0.0085121494136183,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0025185925455413,1A_109,0
110,276.25,-88.75,88.75,1.0,0,0.0080572463211847,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0024017735501379,1A_110,0
111,278.75,-88.75,88.75,1.0,0,0.0072901775986486,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0023254894807762,1A_111,0
112,281.25,-88.75,88.75,1.0,0,0.0070246928147744,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0021556124644931,1A_112,0
113,283.75,-88.75,88.75,1.0,0,0.006955066984831,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019754022907357,1A_113,0
114,286.25,-88.75,88.75,1.0,0,0.0068901261071359,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.00187330751165,1A_114,0
115,288.75,-88.75,88.75,1.0,0,0.0071971202999223,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019070670253728,1A_115,0
116,291.25,-88.75,88.75,1.0,0,0.0068046161003716,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017231298022567,1A_116,0
117,293.75,-88.75,88.75,1.0,0,0.0064717098683474,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016252466433021,1A_117,0
118,296.25,-88.75,88.75,1.0,0,0.0064021189404929,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016134327700104,1A_118,0
119,298.75,-88.75,88.75,1.0,0,0.0055631007681184,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0015756838238501,1A_119,0
120,301.25,-88.75,88.75,1.0,0,0.0053458506269468,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0016117844866411,1A_120,0
121,303.75,-88.75,88.75,1.0,0,0.0057660213551856,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014587666271106,1A_121,0
122,306.25,-88.75,88.75,1.0,0,0.0057209620379027,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013548394650524,1A_122,0
123,308.75,-88.75,88.75,1.0,0,0.0056081277481135,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.001334341806828,1A_123,0
124,311.25,-88.75,88.75,1.0,0,0.005863440432129,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013102547755275,1A_124,0
125,313.75,-88.75,88.75,1.0,0,0.0063784470614428,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013369020005878,1A_125,0
126,316.25,-88.75,88.75,1.0,0,0.0065029511614943,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013511694983324,1A_126,0
127,318.75,-88.75,88.75,1.0,0,0.0065712894435516,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0012981677433203,1A_127,0
128,321.25,-88.75,88.75,1.0,0,0.0065838528794607,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.001238385932914,1A_128,0
129,323.75,-88.75,88.75,1.0,0,0.0067490895151224,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013167124427909,1A_129,0
130,326.25,-88.75,88.75,1.0,0,0.0068516919834648,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013655148229181,1A_130,0
131,328.75,-88.75,88.75,1.0,0,0.0069754819879768,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0013177544043601,1A_131,0
132,331.25,-88.75,88.75,1.0,0,0.0074477316768987,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0012723791214744,1A_132,0
133,333.75,-88.75,88.75,1.0,0,0.0079936432425051,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0012765804652802,1A_133,0
134,336.25,-88.75,88.75,1.0,0,0.0082346947228771,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014167172212955,1A_134,0
135,338.75,-88.75,88.75,1.0,0,0.0083937087433759,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014907193825725,1A_135,0
136,341.25,-88.75,88.75,1.0,0,0.0082855452641534,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0015693057915154,1A_136,0
137,343.75,-88.75,88.75,1.0,0,0.0078542070168,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014810418332936,1A_137,0
138,346.25,-88.75,88.75,1.0,0,0.0082620586529061,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0014747064765958,1A_138,0
139,348.75,-88.75,88.75,1.0,0,0.0086467354751339,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0015951952208471,1A_139,0
140,351.25,-88.75,88.75,1.0,0,0.0085434395472242,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017314113393913,1A_140,0
141,353.75,-88.75,88.75,1.0,0,0.0085287240522606,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0017960117218259,1A_141,0
142,356.25,-88.75,88.75,1.0,0,0.0090808940917783,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0019615997342179,1A_142,0
143,358.75,-88.75,88.75,1.0,0,0.0094792669591131,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0021390346721085,1A_143,0
144,1.25,-86.25,86.25,1.0,0,-0.0062080419397588,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0010138101961276,1A_144,0
145,3.75,-86.25,86.25,1.0,0,-0.0087393172226882,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0007699231955036,1A_145,0
146,6.25,-86.25,86.25,1.0,0,-0.0071811045836319,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0011526268369876,1A_146,0
147,8.75,-86.25,86.25,1.0,0,-0.0073061142632347,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0024450045091681,1A_147,0
148,11.25,-86.25,86.25,1.0,0,-0.0110959313320546,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0026253734385207,1A_148,0
149,13.75,-86.25,86.25,1.0,0,-0.0111514306206894,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0026131612820033,1A_149,0
150,16.25,-86.25,86.25,1.0,0,-0.0129092894379347,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0030976136888133,1A_150,0
151,18.75,-86.25,86.25,1.0,0,-0.0115244045409091,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0034140185310174,1A_151,0
152,21.25,-86.25,86.25,1.0,0,-0.0150885020939859,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.003246978522976,1A_152,0
153,23.75,-86.25,86.25,1.0,0,-0.0190022274816813,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0035794624065432,1A_153,0
154,26.25,-86.25,86.25,1.0,0,-0.0184006122811984,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0043234144177103,1A_154,0
155,28.75,-86.25,86.25,1.0,0,-0.0152650449497927,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0050869173887654,1A_155,0
156,31.25,-86.25,86.25,1.0,0,-0.0193705761312817,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0049517120002079,1A_156,0
157,33.75,-86.25,86.25,1.0,0,-0.0206024357462415,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0054619902850943,1A_157,0
158,36.25,-86.25,86.25,1.0,0,-0.0186662498761131,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0060720102843861,1A_158,0
159,38.75,-86.25,86.25,1.0,0,-0.0180367627535853,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0061393816529781,1A_159,0
160,41.25,-86.25,86.25,1.0,0,-0.019929495630469,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0056711117049374,1A_160,0
161,43.75,-86.25,86.25,1.0,0,-0.0173937548985131,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.005717772601726,1A_161,0
162,46.25,-86.25,86.25,1.0,0,-0.0167113897814746,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0061955816816334,1A_162,0
163,48.75,-86.25,86.25,1.0,0,-0.0177041682168397,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0059584569132002,1A_163,0
164,51.25,-86.25,86.25,1.0,0,-0.0158998854468842,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0057614887078951,1A_164,0
165,53.75,-86.25,86.25,1.0,0,-0.0112349900229456,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0062077251430269,1A_165,0
166,56.25,-86.25,86.25,1.0,0,-0.0099138837071701,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0053304891896955,1A_166,0
167,58.75,-86.25,86.25,1.0,0,-0.0065803642778249,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0046894757541581,1A_167,0
168,61.25,-86.25,86.25,1.0,0,-0.0021274572894552,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0046085533311461,1A_168,0
169,63.75,-86.25,86.25,1.0,0,-0.0034739377228461,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0044178049193944,1A_169,0
170,66.25,-86.25,86.25,1.0,0,-0.0041504174815903,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.004254294883348,1A_170,0
171,68.75,-86.25,86.25,1.0,0,-0.0023405637347853,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0044344165182475,1A_171,0
172,71.25,-86.25,86.25,1.0,0,0.0008980502636598,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0042521872203333,1A_172,0
173,73.75,-86.25,86.25,1.0,0,0.0041843713031804,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0038778171281342,1A_173,0
174,76.25,-86.25,86.25,1.0,0,0.0054727677630727,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0038377056385397,1A_174,0
175,78.75,-86.25,86.25,1.0,0,0.0052397497056219,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0040112818556557,1A_175,0
176,81.25,-86.25,86.25,1.0,0,0.0060397947520802,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0039093438933718,1A_176,0
177,83.75,-86.25,86.25,1.0,0,0.0063236335673965,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0039584981912735,1A_177,0
178,86.25,-86.25,86.25,1.0,0,0.0063923956505444,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0039740585254959,1A_178,0
