grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tas_trend,GMST_trend,AMV_index,IPO_index,member,tas_trend_forced,row_id,member_id
14,36.25,-88.75,88.75,1.0,0,0.7045241364502886,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7250544766837612,1A_14,0
15,38.75,-88.75,88.75,1.0,0,0.7277816287376223,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7251431304018072,1A_15,0
16,41.25,-88.75,88.75,1.0,0,0.7319862617080843,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7274684549609738,1A_16,0
17,43.75,-88.75,88.75,1.0,0,0.744326755198579,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7265903400123066,1A_17,0
18,46.25,-88.75,88.75,1.0,0,0.7488822642853562,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7274048139189986,1A_18,0
19,48.75,-88.75,88.75,1.0,0,0.780411827213054,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7296733094358834,1A_19,0
20,51.25,-88.75,88.75,1.0,0,0.7844101881421259,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7286635185511193,1A_20,0
21,53.75,-88.75,88.75,1.0,0,0.7850411185535903,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7295753319407252,1A_21,0
22,56.25,-88.75,88.75,1.0,0,0.7873743939742264,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.726930436671845,1A_22,0
23,58.75,-88.75,88.75,1.0,0,0.7986826472937147,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7273385306877214,1A_23,0
24,61.25,-88.75,88.75,1.0,0,0.8030849820152403,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7263373445778862,1A_24,0
25,63.75,-88.75,88.75,1.0,0,0.8254500143089943,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7258431650003518,1A_25,0
26,66.25,-88.75,88.75,1.0,0,0.8206278672021958,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7282649490646462,1A_26,0
27,68.75,-88.75,88.75,1.0,0,0.8274572730378577,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7310203819750999,1A_27,0
28,71.25,-88.75,88.75,1.0,0,0.852743930296579,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.734632885998511,1A_28,0
29,73.75,-88.75,88.75,1.0,0,0.8541834882963968,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7365578708503178,1A_29,0
30,76.25,-88.75,88.75,1.0,0,0.8642854204050081,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7380936972195875,1A_30,0
31,78.75,-88.75,88.75,1.0,0,0.8553889298798709,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7409055263141591,1A_31,0
32,81.25,-88.75,88.75,1.0,0,0.8392230028296395,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7413496047152068,1A_32,0
33,83.75,-88.75,88.75,1.0,0,0.8424748537995375,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.742105270262608,1A_33,0
34,86.25,-88.75,88.75,1.0,0,0.8354967443906959,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7436423468561326,1A_34,0
35,88.75,-88.75,88.75,1.0,0,0.8234673411408207,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7428653361831681,1A_35,0
36,91.25,-88.75,88.75,1.0,0,0.8090663626157245,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7449370097227976,1A_36,0
37,93.75,-88.75,88.75,1.0,0,0.7909767541072428,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7441977969492859,1A_37,0
38,96.25,-88.75,88.75,1.0,0,0.7826132119192478,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7452327529379636,1A_38,0
39,98.75,-88.75,88.75,1.0,0,0.7813851212249415,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.744849345350343,1A_39,0
40,101.25,-88.75,88.75,1.0,0,0.7928538550920994,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7450799167212364,1A_40,0
41,103.75,-88.75,88.75,1.0,0,0.7811000292850004,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7436389694820504,1A_41,0
42,106.25,-88.75,88.75,1.0,0,0.7882133925291676,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7437732883564129,1A_42,0
43,108.75,-88.75,88.75,1.0,0,0.7781352077518039,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7399873646205827,1A_43,0
44,111.25,-88.75,88.75,1.0,0,0.7751275288067445,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7389594474158451,1A_44,0
45,113.75,-88.75,88.75,1.0,0,0.763384357624899,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.736509009833339,1A_45,0
46,116.25,-88.75,88.75,1.0,0,0.7637178200722389,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7339268886804506,1A_46,0
47,118.75,-88.75,88.75,1.0,0,0.7700526032166136,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7320500698866574,1A_47,0
48,121.25,-88.75,88.75,1.0,0,0.770054311925578,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7292530330132776,1A_48,0
49,123.75,-88.75,88.75,1.0,0,0.7777204175715239,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7265768399272176,1A_49,0
50,126.25,-88.75,88.75,1.0,0,0.7858342713965477,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7235659255605208,1A_50,0
51,128.75,-88.75,88.75,1.0,0,0.785877281066968,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.721203091715105,1A_51,0
52,131.25,-88.75,88.75,1.0,0,0.7914300865468465,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.717096752397353,1A_52,0
53,133.75,-88.75,88.75,1.0,0,0.804632155667812,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.713681616559019,1A_53,0
54,136.25,-88.75,88.75,1.0,0,0.8153459197523365,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7109726077987646,1A_54,0
55,138.75,-88.75,88.75,1.0,0,0.8211355091838837,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.706299742889325,1A_55,0
56,141.25,-88.75,88.75,1.0,0,0.8379966847325382,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7025811069423071,1A_56,0
57,143.75,-88.75,88.75,1.0,0,0.838561776713786,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6991628642928893,1A_57,0
58,146.25,-88.75,88.75,1.0,0,0.8409424403757189,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6927015717122008,1A_58,0
59,148.75,-88.75,88.75,1.0,0,0.8420602029140595,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6880670209805047,1A_59,0
60,151.25,-88.75,88.75,1.0,0,0.8405585916776772,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6843782811307245,1A_60,0
61,153.75,-88.75,88.75,1.0,0,0.8439071194532862,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6795236172102306,1A_61,0
62,156.25,-88.75,88.75,1.0,0,0.8338562890377659,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6742180508900283,1A_62,0
63,158.75,-88.75,88.75,1.0,0,0.8284430593949053,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6714890514521185,1A_63,0
64,161.25,-88.75,88.75,1.0,0,0.8249573750631165,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.667644777292956,1A_64,0
65,163.75,-88.75,88.75,1.0,0,0.8082741907928123,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6635362163622007,1A_65,0
66,166.25,-88.75,88.75,1.0,0,0.8039045387550965,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6581503695835994,1A_66,0
67,168.75,-88.75,88.75,1.0,0,0.7927688172049723,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6536644726224518,1A_67,0
68,171.25,-88.75,88.75,1.0,0,0.7769386009014805,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6484922013067014,1A_68,0
69,173.75,-88.75,88.75,1.0,0,0.7542073337933893,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6475714872092725,1A_69,0
70,176.25,-88.75,88.75,1.0,0,0.7223358417463891,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6406439451249132,1A_70,0
71,178.75,-88.75,88.75,1.0,0,0.6886728907378851,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6357061043098345,1A_71,0
72,181.25,-88.75,88.75,1.0,0,0.6675651920039365,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6342242042451175,1A_72,0
73,183.75,-88.75,88.75,1.0,0,0.6468499145211568,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.630574364873404,1A_73,0
74,186.25,-88.75,88.75,1.0,0,0.6422057091294257,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6284365391631764,1A_74,0
75,188.75,-88.75,88.75,1.0,0,0.6195206170101313,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6265978948582597,1A_75,0
76,191.25,-88.75,88.75,1.0,0,0.6106263324640867,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6244663623440989,1A_76,0
77,193.75,-88.75,88.75,1.0,0,0.6066804291748584,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6242590528254006,1A_77,0
78,196.25,-88.75,88.75,1.0,0,0.6120550642108796,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6221974338742517,1A_78,0
79,198.75,-88.75,88.75,1.0,0,0.5938472570969549,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.620735843324309,1A_79,0
80,201.25,-88.75,88.75,1.0,0,0.5895747465009376,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6190033647916086,1A_80,0
81,203.75,-88.75,88.75,1.0,0,0.5754134080675848,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6182429040885139,1A_81,0
82,206.25,-88.75,88.75,1.0,0,0.566186636935767,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6193457257375664,1A_82,0
83,208.75,-88.75,88.75,1.0,0,0.5697074873080109,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6182118165581297,1A_83,0
84,211.25,-88.75,88.75,1.0,0,0.5716975595009881,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6185333007011472,1A_84,0
85,213.75,-88.75,88.75,1.0,0,0.5594784155261261,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6199029308513108,1A_85,0
86,216.25,-88.75,88.75,1.0,0,0.5483819675828625,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6190029825995745,1A_86,0
87,218.75,-88.75,88.75,1.0,0,0.5564858038808329,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6219896443278442,1A_87,0
88,221.25,-88.75,88.75,1.0,0,0.5400417636892598,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6219468416430799,1A_88,0
89,223.75,-88.75,88.75,1.0,0,0.5356473071626877,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6259463334051908,1A_89,0
90,226.25,-88.75,88.75,1.0,0,0.526145252076164,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6263707371596569,1A_90,0
91,228.75,-88.75,88.75,1.0,0,0.5149162076328331,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6279742391489274,1A_91,0
92,231.25,-88.75,88.75,1.0,0,0.5045809654117834,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6320641494039602,1A_92,0
93,233.75,-88.75,88.75,1.0,0,0.4995421982811109,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6351519210799538,1A_93,0
94,236.25,-88.75,88.75,1.0,0,0.5058091451738427,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6368746660780323,1A_94,0
95,238.75,-88.75,88.75,1.0,0,0.497450638246258,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.642615779452163,1A_95,0
96,241.25,-88.75,88.75,1.0,0,0.4965642126853239,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6439807190058392,1A_96,0
97,243.75,-88.75,88.75,1.0,0,0.5016660576928873,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.646630327733199,1A_97,0
98,246.25,-88.75,88.75,1.0,0,0.4985833350344256,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6496549602235667,1A_98,0
99,248.75,-88.75,88.75,1.0,0,0.4948028571254582,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6510789332019293,1A_99,0
100,251.25,-88.75,88.75,1.0,0,0.4904028865823425,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6540295300102861,1A_100,0
101,253.75,-88.75,88.75,1.0,0,0.4837855097296421,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.65743371419827,1A_101,0
102,256.25,-88.75,88.75,1.0,0,0.4736498056217341,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.65933087397935,1A_102,0
103,258.75,-88.75,88.75,1.0,0,0.466170139390792,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6610644051484154,1A_103,0
104,261.25,-88.75,88.75,1.0,0,0.4544211172856579,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6634786755276701,1A_104,0
105,263.75,-88.75,88.75,1.0,0,0.4421439009984726,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6640924988743091,1A_105,0
106,266.25,-88.75,88.75,1.0,0,0.4377926331051823,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6640199557955554,1A_106,0
107,268.75,-88.75,88.75,1.0,0,0.4259616704139185,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6629758912933192,1A_107,0
108,271.25,-88.75,88.75,1.0,0,0.4149845618673001,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6622584070713303,1A_108,0
109,273.75,-88.75,88.75,1.0,0,0.4064806307840047,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.662901875897341,1A_109,0
110,276.25,-88.75,88.75,1.0,0,0.4016695100064842,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6645276600588622,1A_110,0
111,278.75,-88.75,88.75,1.0,0,0.4005972007799006,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6651941149910453,1A_111,0
112,281.25,-88.75,88.75,1.0,0,0.3957345519216999,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6657767162560047,1A_112,0
113,283.75,-88.75,88.75,1.0,0,0.3912656635676264,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.666795081807579,1A_113,0
114,286.25,-88.75,88.75,1.0,0,0.3887267784196639,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6677067007475386,1A_114,0
115,288.75,-88.75,88.75,1.0,0,0.3907023200378162,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6687631403178146,1A_115,0
116,291.25,-88.75,88.75,1.0,0,0.3855392817304369,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6693511954567296,1A_116,0
117,293.75,-88.75,88.75,1.0,0,0.3848693632260882,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6706973127736183,1A_117,0
118,296.25,-88.75,88.75,1.0,0,0.3859406281875887,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6719955092030335,1A_118,0
119,298.75,-88.75,88.75,1.0,0,0.3804286364675417,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6735366073928127,1A_119,0
120,301.25,-88.75,88.75,1.0,0,0.3818176849891643,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.674291251843897,1A_120,0
121,303.75,-88.75,88.75,1.0,0,0.3813885638627572,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6754802425609047,1A_121,0
122,306.25,-88.75,88.75,1.0,0,0.3771969332001411,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6758585384331874,1A_122,0
123,308.75,-88.75,88.75,1.0,0,0.3748010619944701,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6770398283604232,1A_123,0
124,311.25,-88.75,88.75,1.0,0,0.3669401002361603,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6777808677582238,1A_124,0
125,313.75,-88.75,88.75,1.0,0,0.3664169171788223,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6785980293923946,1A_125,0
126,316.25,-88.75,88.75,1.0,0,0.3600583636258238,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6793871768308014,1A_126,0
127,318.75,-88.75,88.75,1.0,0,0.3601216334892976,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6803753595495016,1A_127,0
128,321.25,-88.75,88.75,1.0,0,0.3604324296232396,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6808002951981448,1A_128,0
129,323.75,-88.75,88.75,1.0,0,0.3589157795473463,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6816406332612591,1A_129,0
130,326.25,-88.75,88.75,1.0,0,0.3534017752258164,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6815012511477951,1A_130,0
131,328.75,-88.75,88.75,1.0,0,0.3484161597764386,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6824139719395073,1A_131,0
132,331.25,-88.75,88.75,1.0,0,0.3432786756565954,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6832570516345564,1A_132,0
133,333.75,-88.75,88.75,1.0,0,0.3397952977267739,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6837319944637186,1A_133,0
134,336.25,-88.75,88.75,1.0,0,0.345116648067729,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6858088246464386,1A_134,0
135,338.75,-88.75,88.75,1.0,0,0.3381165364916729,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.688500274803707,1A_135,0
136,341.25,-88.75,88.75,1.0,0,0.3393768812905794,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6892562395745444,1A_136,0
137,343.75,-88.75,88.75,1.0,0,0.3387228160206854,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6892757814192324,1A_137,0
138,346.25,-88.75,88.75,1.0,0,0.3416522027053856,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6900217285658315,1A_138,0
139,348.75,-88.75,88.75,1.0,0,0.3439521728931305,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6923443792369042,1A_139,0
140,351.25,-88.75,88.75,1.0,0,0.3495081633863032,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6937675232623107,1A_140,0
141,353.75,-88.75,88.75,1.0,0,0.3583279849447589,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6947675110860864,1A_141,0
142,356.25,-88.75,88.75,1.0,0,0.3740983987149789,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6948152859686614,1A_142,0
143,358.75,-88.75,88.75,1.0,0,0.3843963780868659,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.6978908817711915,1A_143,0
144,1.25,-86.25,86.25,1.0,0,-0.1962375641952398,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7250513032326573,1A_144,0
145,3.75,-86.25,86.25,1.0,0,-0.2126880751062619,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7270836666442946,1A_145,0
146,6.25,-86.25,86.25,1.0,0,-0.2409065544467729,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7306783664820017,1A_146,0
147,8.75,-86.25,86.25,1.0,0,-0.2689752883588254,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7345225888018332,1A_147,0
148,11.25,-86.25,86.25,1.0,0,-0.2902884573482597,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7359990917789387,1A_148,0
149,13.75,-86.25,86.25,1.0,0,-0.30638042120844,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7372778559147977,1A_149,0
150,16.25,-86.25,86.25,1.0,0,-0.3155755769288753,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7394409181129905,1A_150,0
151,18.75,-86.25,86.25,1.0,0,-0.3112098886687313,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7437627388621437,1A_151,0
152,21.25,-86.25,86.25,1.0,0,-0.3294488906264803,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7429604543204398,1A_152,0
153,23.75,-86.25,86.25,1.0,0,-0.3354481980741838,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7436831381102768,1A_153,0
154,26.25,-86.25,86.25,1.0,0,-0.3260518257236056,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7502153668289604,1A_154,0
155,28.75,-86.25,86.25,1.0,0,-0.3117642662756688,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7518347762653185,1A_155,0
156,31.25,-86.25,86.25,1.0,0,-0.3085390141584546,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7536505276113626,1A_156,0
157,33.75,-86.25,86.25,1.0,0,-0.2898369852698497,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7587751027222138,1A_157,0
158,36.25,-86.25,86.25,1.0,0,-0.271621522111597,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7623854682759872,1A_158,0
159,38.75,-86.25,86.25,1.0,0,-0.2466763564481854,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7659114311673805,1A_159,0
160,41.25,-86.25,86.25,1.0,0,-0.2625177901591894,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7628067058075689,1A_160,0
161,43.75,-86.25,86.25,1.0,0,-0.2334172326710143,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7650522201763736,1A_161,0
162,46.25,-86.25,86.25,1.0,0,-0.2285622515001608,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7665584022615929,1A_162,0
163,48.75,-86.25,86.25,1.0,0,-0.221433459568029,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7623443381521446,1A_163,0
164,51.25,-86.25,86.25,1.0,0,-0.1852811789538849,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7678727821541113,1A_164,0
165,53.75,-86.25,86.25,1.0,0,-0.1556783960556105,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.767126313575275,1A_165,0
166,56.25,-86.25,86.25,1.0,0,-0.1300383209338624,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7615408915020737,1A_166,0
167,58.75,-86.25,86.25,1.0,0,-0.1056940896741186,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7617723371072803,1A_167,0
168,61.25,-86.25,86.25,1.0,0,-0.065306328713162,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7624807039417179,1A_168,0
169,63.75,-86.25,86.25,1.0,0,-0.0638470978394993,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7611623198184534,1A_169,0
170,66.25,-86.25,86.25,1.0,0,-0.0378219007440394,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.755123450772581,1A_170,0
171,68.75,-86.25,86.25,1.0,0,-0.0254098057307909,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7515634016018005,1A_171,0
172,71.25,-86.25,86.25,1.0,0,0.0036478323324356,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7478916641356734,1A_172,0
173,73.75,-86.25,86.25,1.0,0,0.0310905330126843,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7451277763561779,1A_173,0
174,76.25,-86.25,86.25,1.0,0,0.0538076011893112,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7444896263202805,1A_174,0
175,78.75,-86.25,86.25,1.0,0,0.0657486524295765,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7422652015701382,1A_175,0
176,81.25,-86.25,86.25,1.0,0,0.0865908172035283,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7414938886036574,1A_176,0
177,83.75,-86.25,86.25,1.0,0,0.1043782107380685,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7444582222586711,1A_177,0
178,86.25,-86.25,86.25,1.0,0,0.1125444512990656,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.7467365326602204,1A_178,0
179,88.75,-86.25,86.25,1.0,0,0.1349259331817445,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.745352752701507,1A_179,0
