grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend,GMST_trend,AMV_index,IPO_index,member,tos_trend_forced,row_id,member_id
65,231.25,-73.75,73.75,0.0,4,-0.1093353622312947,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0209899998497961,1A_65,0
66,233.75,-73.75,73.75,0.0,4,-0.139850034883234,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0340433064300847,1A_66,0
67,236.25,-73.75,73.75,0.0,4,-0.1091311857848618,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0006302942823058,1A_67,0
68,238.75,-73.75,73.75,0.0,4,-0.0486394455830865,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.000302927760413,1A_68,0
69,241.25,-73.75,73.75,0.0,4,-0.0172894169649269,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0083138822175471,1A_69,0
70,243.75,-73.75,73.75,0.0,4,0.0017094339407967,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0114555058378505,1A_70,0
71,246.25,-73.75,73.75,0.0,4,0.0108748682406359,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0114125750180292,1A_71,0
72,248.75,-73.75,73.75,0.0,4,-0.0244944807284794,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0047379294340394,1A_72,0
73,251.25,-73.75,73.75,0.0,4,-0.047545336459241,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.000225047101621,1A_73,0
74,253.75,-73.75,73.75,0.0,4,-0.042034812661624,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0012238834360952,1A_74,0
75,256.25,-73.75,73.75,0.0,4,-0.021677585458979,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0108694426388372,1A_75,0
76,258.75,-73.75,73.75,0.0,4,-0.0234641571437124,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0109397328942223,1A_76,0
77,276.25,-73.75,73.75,0.0,4,0.1389696988725129,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0255435713932246,1A_77,0
78,278.75,-73.75,73.75,0.0,4,0.1389696988725129,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0255435713932246,1A_78,0
79,298.75,-73.75,73.75,0.0,4,0.0087834817043283,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0120614317955034,1A_79,0
80,301.25,-73.75,73.75,0.0,4,0.0077027902173052,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0104313783298429,1A_80,0
81,303.75,-73.75,73.75,0.0,4,0.0703021217434544,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0305368908600644,1A_81,0
82,306.25,-73.75,73.75,0.0,4,0.2107186517152887,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.086591025199529,1A_82,0
83,308.75,-73.75,73.75,0.0,4,0.2739806817184085,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1265687737394619,1A_83,0
84,311.25,-73.75,73.75,0.0,4,0.3460733798554973,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1562024438324534,1A_84,0
85,313.75,-73.75,73.75,0.0,4,0.3688487327909698,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1568900805443334,1A_85,0
86,316.25,-73.75,73.75,0.0,4,0.3049045146177031,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1398797996623466,1A_86,0
87,318.75,-73.75,73.75,0.0,4,0.3000333015158464,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1463597928503761,1A_87,0
88,321.25,-73.75,73.75,0.0,4,0.3221291044167496,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1720435087717271,1A_88,0
89,323.75,-73.75,73.75,0.0,4,0.3158896897634846,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1655276401671052,1A_89,0
90,326.25,-73.75,73.75,0.0,4,0.3442250851146899,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.150622326091085,1A_90,0
91,328.75,-73.75,73.75,0.0,4,0.3416677192958398,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1370078477438861,1A_91,0
92,331.25,-73.75,73.75,0.0,4,0.264310346264736,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1280208608521111,1A_92,0
93,333.75,-73.75,73.75,0.0,4,0.2016960959370507,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1389207329787478,1A_93,0
94,336.25,-73.75,73.75,0.0,4,0.1797883048707523,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1486458415080785,1A_94,0
95,338.75,-73.75,73.75,0.0,4,0.2839976870182124,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.154131393547159,1A_95,0
96,341.25,-73.75,73.75,0.0,4,0.3268102936715293,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1712340215938818,1A_96,0
97,343.75,-73.75,73.75,0.0,4,0.3397661990917907,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1638565969051501,1A_97,0
98,1.25,-71.25,71.25,0.0,4,0.1561028336400376,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1707716612723448,1A_98,0
99,68.75,-71.25,71.25,0.0,4,0.0502235613834058,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0378204329365676,1A_99,0
100,71.25,-71.25,71.25,0.0,4,0.0971078178625246,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0521115916520818,1A_100,0
101,168.75,-71.25,71.25,0.0,4,0.0929489912460402,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.050567983191808,1A_101,0
102,171.25,-71.25,71.25,0.0,4,0.0912515333763673,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0466250835441766,1A_102,0
103,173.75,-71.25,71.25,0.0,4,0.0528101139022731,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0114788230734674,1A_103,0
104,176.25,-71.25,71.25,0.0,4,-0.0003033012583752,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0102409649032,1A_104,0
105,178.75,-71.25,71.25,0.0,4,-0.0169321767233881,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0235513585399581,1A_105,0
106,181.25,-71.25,71.25,0.0,4,0.0636510872665343,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0177001671869877,1A_106,0
107,183.75,-71.25,71.25,0.0,4,0.151082351823156,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0083399030593932,1A_107,0
108,186.25,-71.25,71.25,0.0,4,0.27013192213467,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0030501495374085,1A_108,0
109,188.75,-71.25,71.25,0.0,4,0.3823422484938076,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0190219005680152,1A_109,0
110,191.25,-71.25,71.25,0.0,4,0.4033896573037542,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0576144598748998,1A_110,0
111,193.75,-71.25,71.25,0.0,4,0.3714806923758269,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0905472832885768,1A_111,0
112,196.25,-71.25,71.25,0.0,4,0.36086546501185,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1027546657575187,1A_112,0
113,198.75,-71.25,71.25,0.0,4,0.3703068477742189,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1088418662119931,1A_113,0
114,201.25,-71.25,71.25,0.0,4,0.3591202090837827,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1148591196944831,1A_114,0
115,203.75,-71.25,71.25,0.0,4,0.3529431394991603,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.119783826522489,1A_115,0
116,206.25,-71.25,71.25,0.0,4,0.3554220592678638,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1269544187060805,1A_116,0
117,208.75,-71.25,71.25,0.0,4,0.354537821785103,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1398850446541736,1A_117,0
118,211.25,-71.25,71.25,0.0,4,0.3833606577510398,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1487297991751018,1A_118,0
119,213.75,-71.25,71.25,0.0,4,0.4221781779140726,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1634084926367011,1A_119,0
120,216.25,-71.25,71.25,0.0,4,0.4096871531562773,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1620934656219408,1A_120,0
121,218.75,-71.25,71.25,0.0,4,0.4062329597105651,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1545363983876071,1A_121,0
122,221.25,-71.25,71.25,0.0,4,0.3796317689252736,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1645755587143656,1A_122,0
123,223.75,-71.25,71.25,0.0,4,0.3170072957385422,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1810052093570615,1A_123,0
124,226.25,-71.25,71.25,0.0,4,0.3044474076592439,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1563615784987156,1A_124,0
125,228.75,-71.25,71.25,0.0,4,0.3401613617467635,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1016473244610178,1A_125,0
126,231.25,-71.25,71.25,0.0,4,0.3247408860279814,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0751981576956662,1A_126,0
127,233.75,-71.25,71.25,0.0,4,0.217749641929161,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0834708926959919,1A_127,0
128,236.25,-71.25,71.25,0.0,4,0.1874393074573231,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1084192245676608,1A_128,0
129,238.75,-71.25,71.25,0.0,4,0.1295203968015651,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1236672603449236,1A_129,0
130,241.25,-71.25,71.25,0.0,4,0.0898105484548142,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1392197276624981,1A_130,0
131,243.75,-71.25,71.25,0.0,4,-0.0098203585040589,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1319641536252526,1A_131,0
132,246.25,-71.25,71.25,0.0,4,-0.0392712428459092,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1121420114167945,1A_132,0
133,248.75,-71.25,71.25,0.0,4,-0.0482090579003081,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0896286959412791,1A_133,0
134,251.25,-71.25,71.25,0.0,4,0.0041949983604934,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0551200803404833,1A_134,0
135,253.75,-71.25,71.25,0.0,4,0.0951901415400429,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0469582063636013,1A_135,0
136,256.25,-71.25,71.25,0.0,4,0.1376293753583953,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0388519899592166,1A_136,0
137,258.75,-71.25,71.25,0.0,4,0.1535421151374666,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0030476057579066,1A_137,0
138,261.25,-71.25,71.25,0.0,4,0.1213590800070761,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0151975599250551,1A_138,0
139,263.75,-71.25,71.25,0.0,4,0.077507441085384,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0275989682419309,1A_139,0
140,266.25,-71.25,71.25,0.0,4,0.0850035394055201,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0332653621547878,1A_140,0
141,268.75,-71.25,71.25,0.0,4,0.0666904173908825,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0753407451710362,1A_141,0
142,271.25,-71.25,71.25,0.0,4,-0.0451283353065105,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1012980967160214,1A_142,0
143,273.75,-71.25,71.25,0.0,4,0.0027764700073087,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0983209687802753,1A_143,0
144,276.25,-71.25,71.25,0.0,4,0.0564816929212615,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1165261851525643,1A_144,0
145,278.75,-71.25,71.25,0.0,4,0.1193269240451314,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.1434811714758652,1A_145,0
146,281.25,-71.25,71.25,0.0,4,0.2946978649377479,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0356490910355618,1A_146,0
147,283.75,-71.25,71.25,0.0,4,0.3721065729220373,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0499953121099719,1A_147,0
148,298.75,-71.25,71.25,0.0,4,0.0219272587915948,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0113548716874431,1A_148,0
149,301.25,-71.25,71.25,0.0,4,0.0147505809168115,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0079262777844244,1A_149,0
150,303.75,-71.25,71.25,0.0,4,0.104170767095294,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0342497886312281,1A_150,0
151,306.25,-71.25,71.25,0.0,4,0.4837944440420015,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1460867350587339,1A_151,0
152,308.75,-71.25,71.25,0.0,4,0.445191781720661,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1386623425019556,1A_152,0
153,311.25,-71.25,71.25,0.0,4,0.3964276376071548,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1145166958970998,1A_153,0
154,313.75,-71.25,71.25,0.0,4,0.3931460967657201,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1032764285658416,1A_154,0
155,316.25,-71.25,71.25,0.0,4,0.3512682643164926,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0777825039750694,1A_155,0
156,318.75,-71.25,71.25,0.0,4,0.343081467682739,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0393748318444516,1A_156,0
157,321.25,-71.25,71.25,0.0,4,0.3378679365625582,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0053799306913336,1A_157,0
158,323.75,-71.25,71.25,0.0,4,0.2860354306069227,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0319109925389286,1A_158,0
159,326.25,-71.25,71.25,0.0,4,0.2491172260765768,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0212648969622609,1A_159,0
160,328.75,-71.25,71.25,0.0,4,0.1885394311471687,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,-0.0118709359849933,1A_160,0
161,331.25,-71.25,71.25,0.0,4,0.0886693895136899,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0106153435684281,1A_161,0
162,333.75,-71.25,71.25,0.0,4,0.0904760553143195,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0230111420856029,1A_162,0
163,336.25,-71.25,71.25,0.0,4,0.0069182908019938,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0201791549894727,1A_163,0
164,338.75,-71.25,71.25,0.0,4,-0.0609708625027251,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0224591504361543,1A_164,0
165,341.25,-71.25,71.25,0.0,4,-0.0870195385467357,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.04123625539133,1A_165,0
166,343.75,-71.25,71.25,0.0,4,-0.0766225319912504,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0885617525615294,1A_166,0
167,346.25,-71.25,71.25,0.0,4,0.0859602742288341,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.169093093910276,1A_167,0
168,348.75,-71.25,71.25,0.0,4,0.2197971102915915,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.2299709722423006,1A_168,0
169,351.25,-71.25,71.25,0.0,4,0.1891224948722109,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.2362340060728783,1A_169,0
170,356.25,-71.25,71.25,0.0,4,0.1184877347510963,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1445099929098282,1A_170,0
171,358.75,-71.25,71.25,0.0,4,0.1453642262070175,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1729050026797629,1A_171,0
172,1.25,-68.75,68.75,0.0,4,-0.0728083133473671,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.0893750654649512,1A_172,0
173,3.75,-68.75,68.75,0.0,4,-0.0657963016477425,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.114409055513431,1A_173,0
174,6.25,-68.75,68.75,0.0,4,-0.0168193975497003,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1479790605393883,1A_174,0
175,8.75,-68.75,68.75,0.0,4,0.0650562198506559,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1386888052820845,1A_175,0
176,11.25,-68.75,68.75,0.0,4,0.0747919766401416,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1225109707744839,1A_176,0
177,13.75,-68.75,68.75,0.0,4,0.1030421113402692,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1372297396881947,1A_177,0
178,16.25,-68.75,68.75,0.0,4,0.1997766954354902,0.8201975651949048,-0.0180617111891349,-0.026760523287092,1A,0.1670573729646952,1A_178,0
